GenConBlf,VacConBlf,InfoPros_Analytic,InfoPros_Experiential,Aff_MMR,Aff_Cov,RskMsl,RskCov,RskMmrVac,RskCovVac,BnfMmrVac,BnfCovVac,VacIntMMR,VacIntCOV_Child,VacIntCOV_Self,HstMMR_inconfidence,HstMMR_risk,HstCov_risk,HstCov_inconfidence,AttdMMRVac,AttdMeasles,AttdCovVac,AttdCov19,SbjNrmMMR,BhvCtrlMMR,SbjNrmCov,BhvCtrlCov,Condition,Fact_others,Narrative_others,Hybrid_others,CaseNum,Progress,Duration__in_seconds_,Gender,Gender_5_TEXT,Ethnicity,Race,Race_7_TEXT,Religion,Religion_8_TEXT,PolIdeo,SlfPolIdeo,SlfPolIdeo_4_TEXT,age,marital,ChildNum,ChildNum_6_TEXT,ChildGen,ChildGen_1_TEXT,ChildGen_2_TEXT,ChildGen_3_TEXT,Income,Edu,Employ,States,Random_ID
2.8,4.142857143,6,2,4,2,4,3,2,4,4,2,4,1,1,1.285714286,3.5,5,3,3.5,4.4,2.666666667,3.6,5,4.5,1,3,Fact,1,0,0,194,100,815,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Agnostic, ,Conservative,Republicans, ,31-40 years old,Married,1, ,Male,1, , ,"$100,000 - $149,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Michigan,58824
3.533333333,4,4.6,4.6,4,3,4,3,4,3,3,4,3.5,3.5,4,2.571428571,4,4,2,3.166666667,3,2.833333333,3.6,3.5,3.5,3,4,Fact,1,0,0,193,100,815,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Republicans, ,31-40 years old,Married,1, ,Male,1, , ,"$30,000 - $39,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Alabama,48105
3.733333333,2.714285714,4.6,3.6,4,3,2,3,2,3,3,2,3,2,2,2.571428571,3.5,3.5,3.142857143,4.333333333,2.6,3.666666667,3.8,3,3,3,3.5,Narrative,0,1,0,195,100,816,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Independents, ,31-40 years old,Partnered,3, , , , , ,"Less than $10,000","Bachelor's degree (e.g. BA, BS)",Employed part time (up to 30 hours per week),California,56831
3.466666667,3.571428571,5.6,2.4,4,4,4,3,2,2,4,3,4,3,3,1.857142857,3.5,3.5,2.571428571,3.5,4.4,3.333333333,3.8,4,4,3,3.5,Narrative,0,1,0,196,100,819,Female, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Liberal,Independents, ,21-30 years old,Married,2, ,Male,2, , ,"$100,000 - $149,999","Associate degree (e.g. AA, AS)",Self-employed,Virginia,98158
2,1.714285714,5.4,2.2,4,5,3,4,3,3,4,4,4,5,4.5,2.142857143,3.5,3.5,2,3.666666667,4.2,3.166666667,4.8,4.5,4,5,4,Control,0,0,0,197,100,821,Female, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Democrats, ,51-60 years old,Married,2, ,Female, ,2, ,"$30,000 - $39,999","Some college, no degree",Self-employed,Mississippi,90138
2.533333333,2.285714286,5.2,2.8,4,4,4,3,3,2,3,3,4,2,2,1.857142857,2.5,3.5,3,3.833333333,4,3,3.8,4,4,3,4,Control,0,0,0,198,100,827,Male, ,Hispanic or Latino or Spanish origin,Other:,Latino,Catholicism/Christianity, ,Liberal,Independents, ,31-40 years old,Separated,2, ,Male,1, , ,"$30,000 - $39,999",High school degree or equivalent (e.g. GED),Employed full time (40 or more hours per week),Michigan,45520
4.533333333,3.857142857,5.8,2.4,3,1,3,2,3,4,2,1,3,1,1,3,3.5,3.5,4.428571429,3.333333333,3.6,2.333333333,2.8,2,3.5,1.5,3,Narrative,0,1,0,199,100,829,Female, ,NOT Hispanic or Latino or Spanish origin,Two or more, ,Atheist, ,Neither liberal nor conservative,Independents, ,21-30 years old,Partnered,2, ,Male,2, , ,"$30,000 - $39,999","Master's degree (e.g., MA, MS, MEd)",Employed part time (up to 30 hours per week),New York,40296
3.8,3.571428571,4.4,3.2,3,3,3,2,3,3,3,2,2.5,2.5,3.5,2.714285714,3.5,3.5,2.428571429,2.666666667,3.2,3.166666667,3.8,3.5,3.5,3.5,4,Hybrid,0,0,1,200,100,831,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Married,1, ,Male,1, , ,"$40,000 - $49,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Minnesota,98132
4.466666667,4.714285714,6.6,2,2,5,4,4,3,3,3,4,1,2.5,5,3.857142857,5,3,1.285714286,2.333333333,3.6,3,4,3.5,3.5,4.5,4.5,Control,0,0,0,201,100,832,Male, ,NOT Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Catholicism/Christianity, ,Very conservative,Democrats, ,31-40 years old,Married,2, ,Male,2, , ,"$40,000 - $49,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),California,99448
4,4.428571429,6.4,2.2,4,1,4,4,3,4,4,1,4,1,1,1.714285714,3.5,1,4.142857143,3.166666667,3.2,1.666666667,3.4,3.5,4,1,1,Hybrid,0,0,1,202,100,836,Female, ,NOT Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Islam, ,Neither liberal nor conservative,Democrats, ,21-30 years old,Married,1, ,Female, ,1, ,"$10,000 - $19,999","Master's degree (e.g., MA, MS, MEd)",Employed part time (up to 30 hours per week),Oklahoma,70469
2.466666667,3.857142857,5.2,3.8,2,2,4,2,4,4,1,1,1,1,1,5,5,5,4.857142857,2.333333333,3.2,2.166666667,2.6,2.5,2.5,1.5,2.5,Control,0,0,0,203,100,837,Female, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,41-50 years old,Partnered,1, ,Male,1, , ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Ohio,91039
4.333333333,4.571428571,6.8,3,4,1,3,4,4,4,4,1,3.5,1,1,2,3.5,3,5,3.166666667,2.8,1.833333333,3.6,3,4,1,1,Control,0,0,0,204,100,841,Female, ,Hispanic or Latino or Spanish origin,American Indian or Alaska Native, , , ,Liberal,Democrats, ,21-30 years old,Married,2, ,Male,1, , ,"$20,000 - $29,999","Some college, no degree",Employed full time (40 or more hours per week),Georgia,4228
4.066666667,4.142857143,4.8,3.2,4,4,4,3,2,3,3,2,3,3,3,2,3.5,4,2.428571429,3.166666667,3.8,3.166666667,3.6,3.5,4,3,3.5,Fact,1,0,0,205,100,841,Male, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Conservative,Republicans, ,21-30 years old,Partnered,2, ,Male,2, , ,"$10,000 - $19,999","Some college, no degree",Employed full time (40 or more hours per week),California,26505
4.666666667,4.428571429,6.2,1.2,2,2,2,2,2,4,2,2,2,1,1,3.857142857,5,4.5,3.714285714,2.833333333,2.4,2.5,3.6,3,3.5,3.5,4,Control,0,0,0,206,100,841,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Republicans, ,31-40 years old,Married,1, ,Female, ,1, ,"$30,000 - $39,999","Bachelor's degree (e.g. BA, BS)",Self-employed,New Jersey,86861
2.6,2.714285714,5,2.8,4,3,4,4,2,3,5,2,5,2.5,3,1.714285714,2.5,3.5,3.142857143,3.833333333,4.2,3.333333333,4.2,4,4,4,3.5,Fact,1,0,0,207,100,843,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,21-30 years old,Married,1, ,Male,1, , ,"Less than $10,000",High school degree or equivalent (e.g. GED),Employed full time (40 or more hours per week),Texas,64522
4.333333333,4.714285714,5.6,2,4,4,2,2,2,1,4,4,4,5,4.5,1.428571429,2,1.5,1.142857143,4.166666667,4.6,4.166666667,4.8,5,5,4.5,5,Control,0,0,0,208,100,848,Female, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Liberal,Democrats, ,21-30 years old,Married,1, ,Male,1, , ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Missouri,8894
4.266666667,4.571428571,5.4,6.2,5,4,4,3,4,4,5,4,4.5,4.5,4.5,1.714285714,5,4.5,1.714285714,2.833333333,3,2.833333333,3.6,5,4,4.5,4.5,Fact,1,0,0,209,100,850,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,31-40 years old,Married,2, ,Female, ,1, ,"$50,000 - $59,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),California,18345
3.866666667,2.857142857,5.8,3.4,2,2,3,4,3,3,1,1,1,2.5,1.5,3.714285714,3.5,3,3.857142857,3.166666667,3.8,3.5,2.6,1,3,2.5,2,Fact,1,0,0,210,99,854,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Atheist, ,Conservative,Democrats, ,21-30 years old,Married,1, ,Male,1, , ,"More than $150,000","Associate degree (e.g. AA, AS)",Employed part time (up to 30 hours per week),Maryland,81993
3.8,5,5.8,1,1,1,4,4,4,4,1,1,1,1,1,5,5,1,5,2.333333333,4.6,1.666666667,4.2,2,3,3,3,Fact,1,0,0,212,100,855,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Atheist, ,Very conservative,Republicans, ,31-40 years old,Married,1, ,Male,1, , ,"$70,000 - $79,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),North Carolina,50330
3.733333333,2.714285714,3.6,3.2,2,1,3,3,4,4,1,2,1.5,3,1.5,3.857142857,4,3.5,3,2.333333333,2.2,2.5,3,3.5,2.5,3.5,3,Fact,1,0,0,211,100,855,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Judaism, ,Very conservative,Republicans, ,51-60 years old,Separated,1, ,Male,1, , ,"$60,000 - $69,999",High school degree or equivalent (e.g. GED),Employed part time (up to 30 hours per week),Florida,67508
3.333333333,4.142857143,5,2.2,4,4,3,4,2,2,3,4,4,3.5,4,1.857142857,4,4,1.714285714,3.666666667,2.4,3,4,4,4.5,4,4.5,Narrative,0,1,0,213,100,859,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,21-30 years old,Married,1, ,Male,1, , ,"$30,000 - $39,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Alabama,96554
4.333333333,4.714285714,4.4,3.4,4,1,3,4,2,3,3,3,1.5,2,1.5,3.428571429,3,2.5,4.428571429,3.166666667,3.4,2.333333333,3.8,3,3,3.5,3,Fact,1,0,0,214,100,860,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Democrats, ,41-50 years old,Married,2, ,Male,2, , ,"$20,000 - $29,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),California,86314
3.733333333,3.714285714,4.8,2.2,3,3,3,4,2,3,3,3,3,2.5,2.5,2.714285714,3.5,4,2.857142857,3.5,3.2,3,4.8,4,3.5,2.5,3.5,Fact,1,0,0,215,100,861,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Married,3, , , , , ,"$100,000 - $149,999","Some college, no degree",Employed part time (up to 30 hours per week),Texas,49341
3.4,3.714285714,3.6,3.8,3,2,3,2,3,2,3,3,2,2.5,2.5,3,3.5,3.5,3.142857143,3,4,2.833333333,3.2,3,3.5,3.5,2.5,Hybrid,0,0,1,216,100,863,Male, ,NOT Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Catholicism/Christianity, ,Neither liberal nor conservative,Democrats, ,21-30 years old,Married,1, ,Male,1, , ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Texas,55340
3.866666667,4.285714286,6.4,4,1,4,4,4,4,4,1,2,1,4.5,4.5,2.142857143,4.5,3.5,2.428571429,2.166666667,4,2.833333333,4.2,3,2.5,3.5,3.5,Fact,1,0,0,217,100,864,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Democrats, ,31-40 years old,Married,1, ,Male,1, , ,"$40,000 - $49,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Alaska,45443
3.4,3,4,3.2,4,2,3,4,2,4,2,2,5,2.5,2,2.571428571,3,4.5,3.428571429,3.666666667,4,3,3.8,4,4,3,2,Control,0,0,0,218,100,865,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Other:,None,31-40 years old,Divorced,2, ,Other, , ,1 Male 1 female,"$10,000 - $19,999",High school degree or equivalent (e.g. GED),Unemployed and currently looking for work,Virginia,40346
3.866666667,4.714285714,6.6,4.8,2,1,4,4,3,4,2,1,4,4,4,2.571428571,4,3,2.857142857,3,4.4,2.666666667,4,4.5,4.5,5,5,Control,0,0,0,219,100,867,Male, ,Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Liberal,Republicans, ,31-40 years old,Married,1, ,Male,1, , ,"Less than $10,000","Bachelor's degree (e.g. BA, BS)",Employed part time (up to 30 hours per week),Indiana,11894
2.6,3.142857143,4.4,4.2,5,4,4,4,2,2,4,4,5,3,3.5,2.285714286,2.5,3,1.714285714,2.666666667,2.8,3.5,4,3.5,4,3.5,4,Hybrid,0,0,1,220,99,869,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very liberal,Democrats, ,31-40 years old,Married,2, ,Female, ,2, ,"$30,000 - $39,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Michigan,45940
2.733333333,3,4.4,4,4,4,4,4,2,2,4,5,5,5,5,2,3,2.5,1.857142857,3,3.6,3,3,4,4,4,4,Control,0,0,0,222,99,873,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,51-60 years old,Widowed,3, ,Male,3, , ,"$20,000 - $29,999","Bachelor's degree (e.g. BA, BS)",Retired,Washington,52640
3.333333333,3,6,1.8,4,3,4,4,3,3,4,4,5,4,4,1.428571429,2.5,3,3,3.5,3.6,3.666666667,4.8,5,5,5,5,Narrative,0,1,0,221,100,873,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,31-40 years old,Married,3, ,Male,2, , ,"$10,000 - $19,999","Some college, no degree",Unemployed and currently looking for work,Florida,35710
3.933333333,4.142857143,6.2,2.6,4,3,4,1,1,3,3,2,4,2,1.5,2.571428571,3.5,4.5,4.142857143,2.666666667,4,2.666666667,2.4,3.5,4.5,2,3,Hybrid,0,0,1,223,100,881,Male, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Very liberal,Democrats, ,21-30 years old,Married,2, ,Other, , ,2,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),South Carolina,27032
3.733333333,3.857142857,5.2,3.6,4,3,3,3,4,3,3,3,3.5,3.5,3.5,2.428571429,3.5,4,2.428571429,2.5,2.8,3.166666667,2.8,3.5,3.5,3.5,3.5,Control,0,0,0,224,100,882,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,21-30 years old,Married,1, ,Female, ,5, ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Texas,23159
3.133333333,3.285714286,5.8,3,4,4,2,2,2,2,4,4,4,4,4,2.142857143,4.5,4,2.142857143,2.4,3.6,3,3.6,4,4,3.5,4,Hybrid,0,0,1,225,100,884,Male, ,NOT Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Catholicism/Christianity, ,Conservative,Democrats, ,21-30 years old,Married,1, ,Male,1, , ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Arkansas,2317
3,2.714285714,4.8,2.2,4,5,4,3,3,4,3,3,4,3,2,2.285714286,3,3.5,2.285714286,3.833333333,3.6,2.666666667,3.4,3.5,3,3.5,3.5,Hybrid,0,0,1,226,100,886,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Islam, ,Neither liberal nor conservative,Independents, ,21-30 years old,Married,1, ,Female, ,1, ,"$20,000 - $29,999","Some college, no degree",Student,Pennsylvania,63600
4.066666667,3.285714286,5.6,1.2,5,1,4,4,2,4,5,2,5,2,1.5,1.428571429,3,5,3.857142857,4.166666667,4.2,2.5,4.4,4.5,4.5,2,3.5,Hybrid,0,0,1,227,99,889,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Republicans, ,21-30 years old,Married,3, ,Male,2, , ,"$20,000 - $29,999",High school degree or equivalent (e.g. GED),Unemployed and currently looking for work,Kansas,43656
3.533333333,3.714285714,2.2,2.8,2,4,4,4,4,4,5,2,3.5,4.5,5,1.857142857,3.5,2.5,3.142857143,2.166666667,3.6,3,3.6,2,3.5,2.5,1,Fact,1,0,0,228,100,889,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Democrats, ,21-30 years old,Married,2, ,Male,2, , ,"$20,000 - $29,999","Some college, no degree",Employed full time (40 or more hours per week),Maryland,93121
4.4,5,3.8,3.2,1,1,1,2,4,4,1,1,1,1,1,4.714285714,4,4,5,2.5,1.8,1.666666667,2.4,1,3,1,3,Fact,1,0,0,229,100,896,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Married,3, ,Male,2, , ,"$60,000 - $69,999",High school degree or equivalent (e.g. GED),Homemaker,Washington,21637
3.733333333,3.857142857,5.6,4.6,3,4,4,3,3,3,4,3,4,4,4,2.142857143,3,4,2.142857143,2.833333333,3.4,3.166666667,3.2,4.5,4.5,3.5,4,Narrative,0,1,0,230,100,897,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,21-30 years old,Married,1, ,Male,4, , ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Georgia,99974
3.866666667,4,5.8,1.6,1,2,4,4,4,4,1,1,2,2,2,3.428571429,5,3.5,4,2.5,3.6,2.666666667,4.2,2,4,3,4,Narrative,0,1,0,231,90,898, , , , , , , , , , , , , , , , , , , , , , ,13487
3.733333333,3.142857143,6.6,2.8,2,3,2,3,2,3,3,2,3,3,3,3.142857143,2.5,4,3.285714286,2.666666667,3,2.833333333,3.4,3.5,3,3,3.5,Control,0,0,0,232,100,903,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Atheist, ,Neither liberal nor conservative,Republicans, ,21-30 years old,Married,1, ,Male, , , ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),New York,35547
3.266666667,3.714285714,4.8,1.8,2,1,2,3,3,4,2,1,3,2,2,3.142857143,3.5,5,3.714285714,3.5,2.8,2.333333333,3.2,3,3.5,3,3.5,Fact,1,0,0,233,100,904,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,21-30 years old,Married,3, ,Female, ,3, ,"$60,000 - $69,999","Associate degree (e.g. AA, AS)",Employed full time (40 or more hours per week),Utah,98151
2.733333333,3.285714286,6.4,1.8,2,2,3,3,3,4,3,3,3,1,1,3,3,4,3.428571429,2.666666667,3.4,2.333333333,4,3.5,4,3.5,3.5,Narrative,0,1,0,235,100,909,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Agnostic, ,Conservative,Republicans, ,21-30 years old,Married,2, ,Male,1, , ,"$30,000 - $39,999","Some college, no degree",Homemaker,Nevada,23231
3.266666667,3.428571429,6.4,3,4,3,4,4,2,3,4,2,4,3.5,3.5,1.428571429,2.5,4,2,3.833333333,4.2,3.166666667,3.4,4.5,5,3,4,Hybrid,0,0,1,234,100,909,Male, ,Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,21-30 years old,Married,2, ,Female, ,1, ,"$20,000 - $29,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Alabama,23354
3.666666667,3.714285714,5.2,4.8,3,4,2,3,3,2,2,3,2.5,2.5,3,3.285714286,3.5,3.5,2.428571429,2.833333333,3,3,3.4,4,3.5,3,4,Narrative,0,1,0,236,100,912,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Democrats, ,21-30 years old,Married,2, ,Female, ,2, ,"$80,000 - $89,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Colorado,28716
2.866666667,3,4.8,4.2,4,3,4,4,1,2,4,4,5,4.5,4,2,4,3,2,3.333333333,4,3,3.4,4,4,4,4,Control,0,0,0,237,100,912,Non-binary / third gender, , ,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Independents, ,21-30 years old,Married,1, ,Male,1, , ,"$20,000 - $29,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Kentucky,12170
4.266666667,4.857142857,6,1.2,3,1,4,4,3,4,4,3,4,1,1,1.714285714,3.5,4,3.857142857,4.166666667,4.4,2,4.6,4.5,3.5,1,3,Narrative,0,1,0,238,100,913,Female, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Neither liberal nor conservative,Republicans, ,31-40 years old,Partnered,1, ,Female, ,1, ,"Less than $10,000",High school degree or equivalent (e.g. GED),Employed part time (up to 30 hours per week),Michigan,26968
3.666666667,3.714285714,5,3.4,3,2,3,4,2,3,3,2,3,4,4,2.571428571,3,3.5,3,3,3.4,2.5,3.8,3.5,3,3.5,3,Narrative,0,1,0,239,100,917,Male, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,21-30 years old,Married,1, ,Male,1, , ,"$40,000 - $49,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Nevada,25819
4.133333333,4.285714286,6,3.6,4,4,4,4,2,2,4,4,3.5,3,2.5,2.142857143,2.5,3.5,2.571428571,3.666666667,3.8,3.666666667,3.4,4,3.5,4,3.5,Hybrid,0,0,1,240,100,917,Male, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Liberal,Democrats, ,21-30 years old,Married,1, ,Male,1, , ,"$10,000 - $19,999",High school degree or equivalent (e.g. GED),Employed full time (40 or more hours per week),New Jersey,70453
3.133333333,4.285714286,5.6,5,4,5,4,4,4,4,4,3,3.5,3.5,3.5,2,3,4.5,2,2.833333333,3.8,2.833333333,3.4,4,4,4,3.5,Hybrid,0,0,1,241,100,918,Female, ,Hispanic or Latino or Spanish origin,Asian, ,Catholicism/Christianity, ,Very conservative,Republicans, ,51-60 years old,Married,2, ,Male,2, , ,"$90,000 - $99,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),California,15923
4.076923077,3.428571429,6.4,3.4,2,1,4,4,2,2,3,2,2.5,3.5,3,2.714285714,2.5,3,2.666666667,2.833333333,4.4,2.166666667,3.6,3.5,3,3.5,3.5,Control,0,0,0,242,100,921,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Democrats, ,31-40 years old,Married,2, ,Female, ,2, ,"$60,000 - $69,999","Bachelor's degree (e.g. BA, BS)",Employed part time (up to 30 hours per week),New Hampsire,50931
2.666666667,4,4.8,1.4,5,2,4,4,1,4,5,2,5,2,2,1.428571429,1,4,3.714285714,4.833333333,4.8,2.5,4,4,4.5,2.5,2.5,Hybrid,0,0,1,243,100,923,Male, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,21-30 years old,Partnered,1, ,Male, , , ,"$10,000 - $19,999","Some college, no degree",Employed full time (40 or more hours per week),Georgia,53925
3.466666667,3.428571429,5.6,2.6,3,2,2,3,3,2,3,3,3,2,4,2.714285714,3,3.5,3,2.833333333,2.8,2.833333333,3.6,4,3,2,2,Narrative,0,1,0,244,100,925,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Married,2, ,Female, ,2, ,"$30,000 - $39,999","Some college, no degree",Employed part time (up to 30 hours per week),Alabama,5621
3.2,3.714285714,4.2,3.6,1,2,2,3,2,3,1,2,2,4,3.5,3,2.5,3.5,2.714285714,2.333333333,3.2,2.833333333,2.8,3.5,3.5,3.5,3.5,Fact,1,0,0,246,100,935,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Democrats, ,21-30 years old,Married,1, ,Male,1, , ,"$90,000 - $99,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Illinois,11820
3.266666667,3.428571429,4.75,5,2,3,4,4,4,2,2,3,3.5,3,2.5,2.714285714,2.5,4,2.571428571,2.833333333,3.4,3,3.8,3,4,4.5,3,Fact,1,0,0,245,100,935,Male, ,NOT Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Catholicism/Christianity, ,Liberal,Republicans, ,21-30 years old,Married,1, ,Male,1, , ,"$60,000 - $69,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),California,66751
3.733333333,3.857142857,5.8,4.8,3,4,3,4,2,3,3,4,3.5,3.5,3.5,2.142857143,4,3.5,2,3,3,2.5,3.4,4,4.5,3,4.5,Hybrid,0,0,1,247,100,939,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,21-30 years old,Married,1, ,Male,3, , ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),California,90391
3.5,3.857142857,5.6,3.6,4,2,4,3,2,4,5,4,4,3,1.5,1.428571429,3.5,4,3,3.166666667,4.6,2.833333333,3.8,4,4,3,3.5,Fact,1,0,0,248,100,939,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Other:,pagan,Liberal,Independents, ,21-30 years old,Partnered,2, ,Other, , ,"1 male, 1 female","$10,000 - $19,999","Some college, no degree",Student,Kentucky,48231
3.133333333,3,4.4,3.8,2,4,4,4,2,3,3,3,4,4,4,2.285714286,4,3,2.571428571,2.5,2.8,3.166666667,2.8,4,4,3.5,3,Hybrid,0,0,1,251,99,940,Male, ,NOT Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Hinduism, ,Conservative,Democrats, ,31-40 years old,Widowed,1, ,Female, ,1, ,"$20,000 - $29,999","Bachelor's degree (e.g. BA, BS)",Employed part time (up to 30 hours per week),New York,46516
